Ref_number,Sample_number,Volcanic_zone,System,Eruption,Location,Phase,Phase_number,Point_number,Core_rim,Profile_distance,Pheno_xeno_nod_gm,Texture,Inclusion,Hostref,Machine,Lab,Analyst,Comment,Point,Date,Notes,SiO2,TiO2,Al203,Cr2O3,V2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,NiO,SO2,F,Cl,Total,SiO2_err,TiO2_err,Al2O3_err,Cr2O3_err,V2O3_err,Fe2O3_err,FeO_err,MnO_err,MgO_err,CaO_err,Na2O_err,K2O_err,P2O5_err,NiO_err,SO2_err,F_err,Cl_err,SiO2_dl,TiO2_dl,Al203_dl,Cr2O3_dl,V2O3_dl,Fe2O3_dl,FeO_dl,MnO_dl,MgO_dl,CaO_dl,Na2O_dl,K2O_dl,P2O5_dl,NiO_dl,SO2_dl,F_dl,Cl_dl,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol7,21,09/11/2013,0.0000,40.6689,0.0036,0.0704,0.0405,0.0000,0.0000,12.3603,0.1913,46.4931,0.3408,0.0000,0.0000,0.0025,0.2149,0.0000,0.0000,0.0000,100.3864,0.4401,0.0253,0.0127,0.0429,0.0000,0.0000,0.4651,0.0232,0.6643,0.0195,0.0000,0.0000,0.0000,0.0240,0.0000,0.0000,0.0000,245.0000,303.0000,133.0000,485.0000,0.0000,0.0000,888.0000,231.0000,358.0000,122.0000,0.0000,0.0000,0.0000,233.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol8,22,09/11/2013,0.0000,41.1808,0.0000,0.0606,0.1279,0.0000,0.0000,8.9299,0.1380,49.0747,0.3782,0.0000,0.0000,0.0079,0.3130,0.0000,0.0000,0.0000,100.2109,0.4460,0.0261,0.0128,0.0510,0.0000,0.0000,0.3740,0.0227,0.7003,0.0209,0.0000,0.0000,0.0000,0.0268,0.0000,0.0000,0.0000,252.0000,315.0000,137.0000,516.0000,0.0000,0.0000,867.0000,238.0000,364.0000,124.0000,0.0000,0.0000,0.0000,234.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol8,23,09/11/2013,0.0000,41.3410,0.0000,0.0733,0.1191,0.0000,0.0000,8.9951,0.1585,49.2530,0.3693,0.0000,0.0000,0.0239,0.3170,0.0000,0.0000,0.0000,100.6502,0.4477,0.0254,0.0130,0.0461,0.0000,0.0000,0.3752,0.0215,0.7027,0.0202,0.0000,0.0000,0.0000,0.0264,0.0000,0.0000,0.0000,253.0000,309.0000,136.0000,452.0000,0.0000,0.0000,849.0000,216.0000,366.0000,120.0000,0.0000,0.0000,0.0000,229.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol8,24,09/11/2013,0.0000,41.3289,0.0020,0.0824,0.0696,0.0000,0.0000,9.1188,0.1423,49.0491,0.3677,0.0000,0.0000,0.0017,0.3238,0.0000,0.0000,0.0000,100.4861,0.4476,0.0252,0.0135,0.0460,0.0000,0.0000,0.3784,0.0224,0.7000,0.0208,0.0000,0.0000,0.0000,0.0269,0.0000,0.0000,0.0000,253.0000,303.0000,139.0000,497.0000,0.0000,0.0000,808.0000,232.0000,371.0000,129.0000,0.0000,0.0000,0.0000,231.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol9,25,09/11/2013,0.0000,40.7653,0.0000,0.0764,0.0432,0.0000,0.0000,11.3616,0.1768,47.7688,0.3503,0.0000,0.0000,0.0000,0.2463,0.0000,0.0000,0.0000,100.7887,0.4411,0.0247,0.0131,0.0455,0.0000,0.0000,0.4369,0.0235,0.6816,0.0204,0.0000,0.0000,0.0000,0.0258,0.0000,0.0000,0.0000,245.0000,299.0000,136.0000,516.0000,0.0000,0.0000,860.0000,236.0000,360.0000,129.0000,0.0000,0.0000,0.0000,244.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol9,26,09/11/2013,0.0000,40.8050,0.0063,0.0710,0.0299,0.0000,0.0000,11.3589,0.1586,47.5700,0.3642,0.0000,0.0000,0.0106,0.2674,0.0000,0.0000,0.0000,100.6419,0.4420,0.0256,0.0126,0.0469,0.0000,0.0000,0.4422,0.0230,0.6801,0.0202,0.0000,0.0000,0.0000,0.0249,0.0000,0.0000,0.0000,249.0000,306.0000,132.0000,544.0000,0.0000,0.0000,846.0000,237.0000,365.0000,123.0000,0.0000,0.0000,0.0000,227.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol9,27,09/11/2013,0.0000,40.8874,0.0054,0.0786,0.0491,0.0000,0.0000,11.2442,0.1692,47.6636,0.3726,0.0000,0.0000,0.0103,0.2699,0.0000,0.0000,0.0000,100.7502,0.4424,0.0248,0.0129,0.0455,0.0000,0.0000,0.4346,0.0235,0.6802,0.0204,0.0000,0.0000,0.0000,0.0254,0.0000,0.0000,0.0000,248.0000,296.0000,133.0000,512.0000,0.0000,0.0000,913.0000,242.0000,360.0000,121.0000,0.0000,0.0000,0.0000,233.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol10,28,09/11/2013,0.0000,40.5344,0.0140,0.0636,0.0827,0.0000,0.0000,12.5720,0.1745,46.4255,0.3471,0.0000,0.0000,0.0000,0.2691,0.0000,0.0000,0.0000,100.4829,0.4391,0.0257,0.0131,0.0448,0.0000,0.0000,0.4765,0.0241,0.6645,0.0201,0.0000,0.0000,0.0000,0.0260,0.0000,0.0000,0.0000,247.0000,304.0000,140.0000,470.0000,0.0000,0.0000,929.0000,247.0000,364.0000,126.0000,0.0000,0.0000,0.0000,239.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol10,29,09/11/2013,0.0000,40.5397,0.0000,0.0650,0.0197,0.0000,0.0000,12.3907,0.1916,46.5959,0.3395,0.0000,0.0000,0.0032,0.2632,0.0000,0.0000,0.0000,100.4084,0.4387,0.0242,0.0128,0.0437,0.0000,0.0000,0.4663,0.0244,0.6656,0.0198,0.0000,0.0000,0.0000,0.0258,0.0000,0.0000,0.0000,246.0000,294.0000,136.0000,513.0000,0.0000,0.0000,940.0000,245.0000,358.0000,126.0000,0.0000,0.0000,0.0000,239.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol10,30,09/11/2013,0.0000,40.7384,0.0000,0.0473,0.0959,0.0000,0.0000,12.6690,0.1906,46.3218,0.3498,0.0000,0.0000,0.0245,0.2565,0.0000,0.0000,0.0000,100.6938,0.4412,0.0256,0.0127,0.0462,0.0000,0.0000,0.4788,0.0236,0.6630,0.0198,0.0000,0.0000,0.0000,0.0248,0.0000,0.0000,0.0000,248.0000,308.0000,141.0000,478.0000,0.0000,0.0000,928.0000,237.0000,362.0000,125.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,
